CumulativeImmune,CumulativePopulation,CumulativeSick,CumulativeSusceptible,CumulativeVaccinated,ProportionImmune,ProportionSick,ProportionSusceptible,ProportionVaccinated,immunityPeriod,infectiousPeriod,socialDistancingLevels,vaccinationRate,openmole$experiment,temp
4053.8,11358.2,3501.7,2736.7,1066,0.3565,0.3084,0.2414,0.0935,10.90744142,3.276584334,2.677883556,1.32E+00,949,0.003294407
3859,11311,3559.9,2941,951.1,0.341,0.3147,0.2601,0.0841,9.874621021,3.247067302,2.863391105,4.87E-01,938,0.001218328
4058.1,11889.9,3633.1,3066,1132.7,0.3411,0.3056,0.2581,0.0954,9.171423138,3.017197237,2.994337945,1.80E+00,980,0.00450619
3970,11530.9,3616.1,2940.1,1004.7,0.3439,0.3138,0.2552,0.0871,10.19987222,3.70845542,2.850321939,5.00E-01,972,0.001250377
3915.8,11075.6,3442.6,2733.4,983.8,0.3536,0.3109,0.247,0.0886,10.77590321,3.398845349,2.648987034,1.11E+00,956,0.002773537
3895,11188.8,3460.4,2880,953.4,0.3479,0.3095,0.2577,0.085,10.29132151,2.801753034,1.777604548,9.55E-01,955,0.002388511
4019.8,11235.7,3480.9,2738,997,0.3577,0.3097,0.244,0.0885,10.89697669,3.084480104,2.857104135,3.70E-01,970,9.25E-04
4223.6,12115.2,3823.7,3105,962.9,0.3485,0.3154,0.257,0.0792,9.123051561,3.107508707,2.381600252,5.52E-01,946,0.001379256
4021,11242.8,3498.4,2760.2,963.2,0.3574,0.3113,0.2457,0.0854,10.82905009,2.981234533,1.108010211,7.98E-01,819,0.001995758
4114.4,11639.8,3510.4,2940.6,1074.4,0.3534,0.3015,0.2528,0.092,10.59487075,2.333325008,1.39803795,1.41E+00,973,0.003519911
4276.8,12166.9,3781.9,3073.2,1035,0.3512,0.3107,0.253,0.0849,9.471931196,2.644716331,1.037011948,1.01E+00,943,0.002535523
3941.8,11421.2,3563.7,2932.2,983.5,0.345,0.312,0.2569,0.086,10.08087463,3.253796135,2.838389528,8.78E-01,982,0.002195605
3998.7,11522.6,3499.4,2958.9,1065.6,0.3467,0.3038,0.2576,0.0919,9.94038858,2.537937479,2.979615994,1.42E+00,759,0.003541913
4090.7,11736,3472.6,2989.3,1183.4,0.3485,0.2958,0.2552,0.1007,10.37124835,2.189912986,1.494924583,1.60E+00,941,0.004008734
4009.8,11227.3,3356.1,2862.6,998.8,0.3572,0.2991,0.2551,0.0886,10.76390391,2.028555856,2.021183846,5.68E-01,948,0.001421023
4023.8,11328.3,3382.3,2927.4,994.8,0.3552,0.2986,0.2585,0.088,10.46140851,2.014586785,2.653147308,4.81E-01,954,0.00120165
4066.5,11447.7,3515.5,2852.8,1012.9,0.3549,0.3073,0.2498,0.088,10.68726326,2.752234177,1.762066018,9.20E-01,953,0.002300093
4178,12216.2,3913.5,3103.1,1021.6,0.3419,0.3204,0.2542,0.0834,9.485484282,3.642483396,2.358068869,9.02E-01,959,0.002254023
3953.3,11015.6,3420.5,2671,970.8,0.3586,0.3105,0.243,0.0876,10.94712538,3.056855892,1.59907553,7.11E-01,951,0.001777786
4251.3,12291.2,3857.9,3137,1045,0.3457,0.3138,0.2557,0.0849,9.256208813,3.161492002,2.402012994,1.35E+00,928,0.003377984
4048.8,11992.5,3877.3,3055.7,1010.7,0.3376,0.3233,0.255,0.0842,9.479035751,3.740119665,1.098772487,1.17E+00,947,0.002924586
4232.3,11960.8,3675.5,3052.3,1000.7,0.3538,0.3072,0.2555,0.0833,9.601436697,2.42326243,2.15317171,6.20E-01,937,0.001549469
3796.7,10719.6,3393.8,2584.3,944.8,0.3541,0.3167,0.2413,0.088,10.87578198,3.6637916,2.051386669,7.74E-01,916,0.001935958
3742.8,10831.2,3375.9,2755.2,957.3,0.3453,0.3117,0.2547,0.0883,10.53073355,3.584489649,2.335649086,1.38E+00,918,0.003454998
4115,11866.4,3651.7,3003.9,1095.8,0.3466,0.3076,0.2535,0.092,10.16214232,2.67416608,1.019466804,1.64E+00,914,0.004094553
3923.6,11014.1,3303.6,2846.9,940,0.3561,0.3001,0.2587,0.0853,10.57859835,2.072847193,1.592507185,6.08E-01,933,0.001521072
4283.3,12324,3883.4,3116.4,1040.9,0.3473,0.3151,0.2533,0.0842,9.242461099,2.992427341,1.030114398,1.52E+00,935,0.003806476
4219.1,12156.2,3823,3073.9,1040.2,0.3467,0.3143,0.2533,0.0854,9.455418336,3.008365698,1.010735761,1.16E+00,936,0.002887517
4331.3,12339.3,3759.3,3165.1,1083.6,0.3509,0.3047,0.2567,0.0875,9.005718616,2.49483682,1.586245766,1.46E+00,930,0.003647536
4036.2,11401.6,3488.3,2879.7,997.4,0.354,0.306,0.2525,0.0873,10.71617088,2.748372058,2.078303357,6.22E-01,904,0.001554091
3860.3,11085.8,3482.1,2798.4,945,0.3481,0.314,0.2525,0.0853,10.52134372,3.657695736,2.400498455,4.25E-01,945,0.00106227
4030.2,11548.3,3617.6,2919.7,980.8,0.3487,0.3133,0.2532,0.0847,10.38829849,3.108157683,1.488996576,4.64E-01,921,0.001161118
4170.7,12173,3869,3090.5,1042.8,0.3423,0.3179,0.2546,0.0853,9.1769871,3.421055029,1.757496369,1.58E+00,893,0.003949882
4152.8,11857.6,3679.6,3013.8,1011.4,0.3502,0.3103,0.2544,0.085,10.22612758,2.670337008,2.008247225,2.98E-01,939,7.45E-04
4089.8,11968.6,3887.7,3063.4,927.7,0.3416,0.3249,0.2561,0.0773,9.131279807,3.748563269,1.845313469,5.35E-01,940,0.001336741
4071.8,12135,3854.9,3116.5,1091.8,0.3352,0.3177,0.2572,0.0897,9.491953056,3.872989707,2.507118489,1.57E+00,931,0.003915698
4169.5,11822.2,3672.5,3022.3,957.9,0.3526,0.3108,0.2558,0.0808,9.302562004,2.600273841,2.131419576,3.04E-01,911,7.61E-04
4184,11926.1,3711.3,3056.7,974.1,0.3507,0.3113,0.2568,0.0816,9.318059027,2.562398869,1.321329474,6.50E-01,883,0.001624771
3849.3,10860.3,3355.8,2698.7,956.5,0.3544,0.3092,0.2487,0.0878,10.85704703,2.904837652,1.385758145,1.28E+00,908,0.003203849
4037.2,11639.7,3668.9,2911.3,1022.3,0.3466,0.3152,0.25,0.0878,10.33964805,3.866915455,2.252001397,4.18E-01,906,0.001045446
3925.1,11354.8,3536.9,2930.2,962.6,0.3453,0.3114,0.2586,0.0847,9.817384838,2.924572159,2.293091077,1.17E+00,881,0.00292637
3754.6,10548.7,3227.6,2646.7,919.8,0.3557,0.306,0.2512,0.0868,10.92896408,2.619603201,2.375615715,7.81E-01,898,0.001952234
4045.6,11666.6,3614.2,2976.6,1030.2,0.3467,0.3099,0.2555,0.0879,10.20008178,2.795850354,1.98436048,9.75E-01,900,0.002438383
4201.8,11970.6,3600.8,3083.7,1084.3,0.3509,0.301,0.2578,0.0904,9.249764483,2.230173529,1.631234428,1.47E+00,925,0.003686477
3899.7,11265.7,3509.8,2905.6,950.6,0.3459,0.3117,0.2585,0.084,10.2173307,2.977611854,2.201487059,4.61E-01,926,0.0011531
3996.7,11502.8,3595.5,2895.8,1014.8,0.3472,0.3128,0.2524,0.0878,10.48658008,3.284494996,1.12565805,1.18E+00,944,0.002954253
4064.9,11757.9,3733.1,3006.4,953.5,0.3453,0.3177,0.2563,0.0808,9.389380225,3.182104146,1.730577186,9.13E-01,942,0.002281284
4142.7,12157.1,3867.7,3085.7,1061,0.3406,0.3182,0.2542,0.0869,9.477518787,3.408009053,1.886911554,1.24E+00,897,0.003101364
4018.6,11274.4,3549.8,2705.2,1000.8,0.3561,0.3151,0.2405,0.0882,10.9188021,3.49405431,2.022645993,5.76E-01,920,0.001440317
4015.4,11783.4,3686.8,3054.7,1026.5,0.3406,0.3129,0.2598,0.0868,9.694953089,3.209190984,2.83596947,1.11E+00,877,0.002768326
4193.3,12232.1,3843.7,3119.1,1076,0.3428,0.3142,0.2553,0.0878,9.051417918,3.436323229,2.829433342,1.73E+00,913,0.004331527
3945.5,11251.7,3510.2,2785.1,1010.9,0.3503,0.3122,0.2485,0.0891,10.72451725,3.511018509,2.160347277,1.05E+00,909,0.002627374
4308.8,12150.5,3674.5,3114.4,1052.8,0.3545,0.3024,0.2568,0.0865,9.399797556,2.054577464,1.380146077,1.06E+00,886,0.002639032
4167.2,11961.6,3773.2,3046.8,974.4,0.3483,0.3154,0.255,0.0812,9.372104564,3.118224568,2.783964109,5.99E-02,901,1.50E-04
4222.6,12028.6,3761.7,3075,969.3,0.3508,0.3127,0.256,0.0805,9.325509726,2.787957779,2.566963421,4.73E-01,923,0.00118243
4011.4,11920.8,3851.5,3076,981.9,0.3365,0.3229,0.2583,0.0823,9.365950587,3.9836646,2.872818865,5.72E-01,895,0.001430463
3973.1,11486.8,3586,2889.2,1038.5,0.3456,0.3123,0.2519,0.0902,10.44269628,3.620740657,2.398253037,1.49E+00,892,0.003713693
3955,11708.1,3722.6,3009.4,1021.1,0.3378,0.3181,0.2573,0.0869,9.511803039,3.64011552,2.361149012,1.53E+00,889,0.003815936
4076.7,11802.7,3724,2993,1009,0.3452,0.3155,0.2541,0.0852,10.16147952,3.616168135,2.977553624,3.02E-01,885,7.55E-04
3876.7,11230.3,3509.9,2882.8,960.9,0.3449,0.3125,0.257,0.0854,10.23148213,3.305417942,2.723244582,7.64E-01,868,0.00191082
4301.5,12214.3,3848.1,3064.4,1000.3,0.3518,0.3151,0.2517,0.0813,9.766690551,2.701226153,1.151783405,2.71E-01,878,6.79E-04
4050.3,12047.3,3891.7,3105,1000.3,0.3359,0.3231,0.2584,0.0826,9.263781343,3.969924412,2.991822468,7.26E-01,875,0.001815342
4187.6,11906.2,3668.3,3060.5,989.8,0.3514,0.308,0.2576,0.0829,9.165557408,2.516737546,1.744283133,1.18E+00,888,0.002941593
4081.8,11682.4,3470.8,3034.9,1094.9,0.349,0.2971,0.2606,0.0932,9.469948049,2.079811499,1.851662544,1.43E+00,860,0.003583189
4071.8,12104,3912.6,3067.7,1051.9,0.3361,0.3234,0.254,0.0868,9.309647878,3.998253894,1.218446064,1.63E+00,858,0.004071419
4030.5,11618.3,3632.3,2980.6,974.9,0.3468,0.3125,0.257,0.0838,10.06272316,3.028132955,2.678419168,3.60E-01,844,9.01E-04
3818.3,11067,3218.4,2870.1,1160.2,0.3449,0.2909,0.2598,0.1044,10.64085446,2.212672454,2.166498551,2.00E+00,873,0.004992095
3876.9,11042.5,3395.6,2800.4,969.6,0.351,0.3075,0.2539,0.0875,10.59760284,2.880435919,1.411594474,9.81E-01,872,0.00245166
4311.2,12285.8,3629,3177.1,1168.5,0.3507,0.2954,0.2589,0.0948,9.082667775,2.130438672,2.280739558,1.44E+00,870,0.003594605
4037.5,11525.8,3583.8,2897.3,1007.2,0.3501,0.3109,0.2518,0.087,10.5528204,3.222507925,2.308574902,4.70E-01,880,0.001173856
4342.2,12267.4,3714.6,3146.7,1063.9,0.3541,0.3027,0.2567,0.0867,9.444553215,2.286949188,2.410667373,6.88E-01,828,0.001719971
3826.8,10768.2,3389.6,2582.9,968.9,0.3553,0.3149,0.24,0.0898,10.92237658,3.625189609,2.74071373,1.31E+00,848,0.003280056
3886.6,11208.7,3321.8,2929.4,1070.9,0.3466,0.2965,0.2619,0.0951,9.997857235,2.095256468,1.733752222,1.55E+00,864,0.003875014
4165.8,11795.6,3623,3033.4,973.4,0.3529,0.3073,0.2575,0.0824,9.343265233,2.383426113,1.751779577,8.67E-01,862,0.002167666
4145.2,11728,3590.5,2991.9,1000.4,0.353,0.3062,0.2554,0.0851,10.22486223,2.321285323,2.110005139,1.35E-01,834,3.37E-04
3754.3,11118.5,3585,2888.6,890.6,0.3375,0.3225,0.2604,0.0796,9.884662861,3.912841689,1.955690569,7.73E-02,846,1.93E-04
3884.2,11338.6,3530.1,2949.3,975,0.3424,0.3112,0.2605,0.0859,9.840566374,2.914791753,2.394362573,1.02E+00,847,0.002560157
4043.1,11419.2,3455,2980,941.1,0.354,0.3026,0.2612,0.0823,9.832677239,2.106323263,2.120205027,1.46E-01,855,3.66E-04
3860.1,11189.7,3484.4,2883.4,961.8,0.3449,0.3114,0.2579,0.0857,10.33484413,3.11071276,1.82882289,1.06E+00,856,0.00265558
4129.6,11889.4,3475.2,3056,1228.6,0.3471,0.2923,0.2574,0.1033,9.720589548,2.006963203,1.342957587,1.94E+00,853,0.004859837
4033.7,11555.6,3515.4,2999,1007.5,0.3488,0.3041,0.2601,0.0868,9.580474612,2.347934621,2.256715918,1.29E+00,852,0.003223473
3958,11299.6,3501.4,2788.2,1052,0.3502,0.31,0.2469,0.093,10.63776426,3.523410356,2.904110824,1.50E+00,850,0.003742686
3855.9,10930.8,3356.6,2663.5,1054.8,0.3524,0.3075,0.2444,0.0959,10.95238214,3.148099126,1.561398466,1.88E+00,837,0.004710253
4159.3,11694.2,3610.9,2900.5,1023.5,0.3554,0.309,0.2486,0.087,10.57373908,2.975998175,1.426033424,5.06E-01,838,0.00126464
3918.9,11064.3,3265.3,2826.2,1053.9,0.354,0.2954,0.2559,0.0946,10.80751041,2.1037739,1.577244509,1.51E+00,865,0.003783779
4120.3,11919.3,3769.6,3061.3,968.1,0.3455,0.3163,0.257,0.0811,9.011453348,3.23762235,2.365565319,8.81E-01,867,0.002203081
3990.8,11853.2,3852.7,3048.6,961.1,0.3364,0.3251,0.2575,0.0807,9.201058656,3.978786543,2.85426262,4.56E-01,845,0.001141174
4106.8,11968.8,3757.3,3061.3,1043.4,0.3428,0.314,0.2565,0.0868,9.552366784,3.281455204,2.938781214,1.40E+00,832,0.003506939
3969.1,11293.9,3555.7,2777.1,992,0.3513,0.3151,0.2465,0.0875,10.65527657,3.679891053,1.076728945,9.27E-01,831,0.002318272
4338,12431,3933.9,3149.4,1009.7,0.3488,0.3164,0.2537,0.0811,9.135627655,3.003310013,1.406005591,1.61E-01,841,4.01E-04
4357.4,12202.1,3722.6,3111.9,1010.2,0.3568,0.3051,0.2559,0.0821,9.173848995,2.301771638,2.387032321,1.95E-01,842,4.87E-04
4033.2,11712,3679.9,2974.5,1024.4,0.3442,0.3142,0.2543,0.0873,9.879072609,3.129827,1.855473161,1.45E+00,843,0.003633897
4023.3,11625.1,3410.5,2980.7,1210.6,0.3459,0.2934,0.2566,0.1041,10.14957123,2.19986343,1.818790501,1.99E+00,827,0.004969799
3991.7,11757.8,3737,3026.1,1003,0.3394,0.3179,0.2576,0.0853,9.608825947,3.45128969,2.169967548,1.16E+00,824,0.002898755
3985.2,11389.4,3582.1,2808.1,1014,0.3497,0.3146,0.2466,0.0889,10.64300319,3.519458076,1.464556861,8.07E-01,829,0.002017566
3999.8,11498.5,3592.4,2961.3,945,0.3479,0.3125,0.2577,0.082,9.950975919,2.776580837,2.147806471,2.56E-01,833,6.41E-04
3959.8,11585.5,3673.3,2985.9,966.5,0.3417,0.317,0.2579,0.0832,9.851458554,3.331419406,2.696286854,5.71E-02,830,1.43E-04
3854.9,11410.3,3607.5,2964.9,983,0.3378,0.316,0.2602,0.0861,10.03470799,3.778562225,2.876170566,9.37E-01,840,0.002342013
4142.7,11768.5,3739.8,2827.8,1058.2,0.3522,0.3177,0.2405,0.0898,10.67108134,3.987230886,1.414239739,5.83E-01,839,0.001458259
4220.5,12202.1,3829.7,3081.4,1070.5,0.3455,0.3141,0.2527,0.0876,9.606920395,3.14502298,2.757187136,1.20E+00,582,0.003011396
4089.8,12099.8,3907,3080.5,1022.5,0.3379,0.3228,0.2549,0.0844,9.193977046,3.898986704,1.039264193,1.56E+00,835,0.003903022
4016,11639.8,3687.8,3005.4,930.6,0.345,0.3167,0.2585,0.0798,9.480601924,3.174092435,2.580963568,3.42E-02,836,8.56E-05
4320.1,12332.3,3822.3,3131.2,1058.7,0.3504,0.31,0.2539,0.0858,9.361547129,2.737442964,2.532526547,9.10E-01,822,0.002274715
3878.6,11393.3,3567.8,2938.8,1008.1,0.3405,0.3132,0.2581,0.0882,10.12813029,3.44686303,2.536012795,1.49E+00,814,0.003733688
4113,11663,3640.3,2903.6,1006.1,0.3525,0.3123,0.2492,0.0861,10.51734166,3.396779478,2.525135649,1.15E-01,813,2.89E-04
3872.1,11462.3,3666,2927.7,996.5,0.3377,0.3201,0.2558,0.0869,10.07755725,3.977209293,1.649444403,1.48E+00,821,0.003702761
3875.2,11078.4,3400.7,2813.5,989,0.3496,0.3071,0.2543,0.0889,10.581898,2.836878795,1.764283377,1.62E+00,799,0.004041159
4253.2,12489.6,4044.4,3152.3,1039.7,0.3404,0.324,0.2528,0.0831,9.077152868,3.952970732,1.803394694,9.68E-01,818,0.002419227
4161.8,11733.9,3540.9,3000.2,1031,0.3547,0.3019,0.2559,0.0877,10.43161002,2.164651954,1.991072821,1.39E-01,816,3.48E-04
3821,11311.1,3646.9,2927.5,915.7,0.3377,0.3223,0.2588,0.081,9.870440788,3.743889636,2.170098028,4.09E-01,825,0.001022452
4172.4,11928.6,3728.9,3050.7,976.6,0.3494,0.3127,0.2562,0.0818,9.991444521,2.666449586,1.324917668,3.85E-01,794,9.62E-04
4057.2,11954.6,3864.2,3045,988.2,0.3392,0.3234,0.255,0.0826,9.634566467,3.769551317,1.228832557,8.62E-01,809,0.002154005
4112.9,11741.2,3656.8,2875.4,1096.1,0.3504,0.3115,0.2448,0.0931,10.6139518,3.548207269,1.558692434,1.72E+00,811,0.004287831
4084.1,11733.8,3712,2889.6,1048.1,0.348,0.3164,0.2466,0.0889,10.44625654,3.993637022,2.705646826,2.77E-01,804,6.92E-04
4325.4,12200.7,3767,3094.2,1014.1,0.3543,0.3087,0.2539,0.083,9.671084661,2.463028913,1.590795317,8.44E-02,785,2.11E-04
4049.1,11353.2,3557.6,2745.9,1000.6,0.3564,0.3134,0.242,0.0882,10.87095979,3.41024579,1.509478192,1.10E-01,783,2.74E-04
4151.4,12177.6,3907,3098.9,1020.3,0.3408,0.3207,0.2548,0.0836,9.31625277,3.630039742,2.32292606,5.28E-01,797,0.001321165
3867.6,11033.7,3408.4,2776.3,981.4,0.3504,0.309,0.2519,0.0886,10.64803731,3.067835858,1.655828914,1.52E+00,795,0.003794575
4225,12249.2,3883.4,3121.8,1019,0.3443,0.3171,0.2559,0.0826,9.191588818,3.428454098,2.725494489,1.03E+00,792,0.002568316
4524.1,12956.9,4043.5,3269.8,1119.5,0.3489,0.3122,0.2526,0.0863,9.053048235,3.088274864,2.520778423,1.14E+00,790,0.002838279
4117.4,11635.6,3522.3,3015.2,980.7,0.3538,0.3027,0.2594,0.084,9.74594708,2.105436706,1.826016724,6.56E-01,780,0.001639253
4173.8,12033.3,3800.1,3051.4,1008,0.3466,0.316,0.2543,0.0834,9.729994789,3.060535256,1.786150399,3.75E-01,778,9.37E-04
4153.1,12093.4,3808.1,3079.6,1052.6,0.343,0.315,0.2552,0.0868,9.430603947,3.367526713,2.732886105,1.40E+00,808,0.003488034
4079.2,11476.2,3476.3,2900.9,1019.8,0.355,0.3032,0.2535,0.0884,10.74660911,2.328597661,1.253364116,8.94E-01,806,0.00223538
3934.3,11514.8,3568.1,2897.5,1114.9,0.3416,0.3098,0.2515,0.0967,10.38607287,3.973448055,2.603924829,1.93E+00,789,0.004826203
3987.8,11661.6,3694.5,2965.8,1013.5,0.3416,0.3169,0.2547,0.0867,10.19556618,3.862153036,1.260547556,9.44E-01,788,0.002359996
3808.6,10861.3,3282.8,2829.4,940.5,0.3505,0.3024,0.2609,0.0861,10.49400719,2.307275703,2.749649981,8.33E-01,802,0.002081612
4137.5,11610.6,3495.5,2943.7,1033.9,0.3562,0.3011,0.2539,0.0889,10.70651101,2.193041315,1.671406217,4.39E-01,800,0.0010971
4131,11727.2,3682.1,2843.4,1070.7,0.3521,0.3141,0.2426,0.0912,10.69330215,3.751304418,1.938533267,8.77E-01,742,0.002193326
3854.5,10997,3399.6,2762.2,980.7,0.3503,0.3093,0.2514,0.0891,10.66960539,3.063351616,1.911623872,1.43E+00,787,0.003569057
4200.5,11930.2,3581.6,3100,1048.1,0.352,0.3003,0.2602,0.0878,9.119666966,2.005361869,1.553119771,1.20E+00,786,0.002993314
4425.6,12498.3,3911.9,3153.9,1006.9,0.3539,0.3132,0.2526,0.0804,9.000030608,2.754690335,1.072054662,3.09E-01,740,7.72E-04
4127.7,11770.3,3657.7,3020,964.9,0.3502,0.3108,0.257,0.0816,9.374436777,2.603275419,1.798299807,7.97E-01,776,0.00199342
4269.7,12313.3,3956.9,3116.4,970.3,0.3466,0.3213,0.2537,0.0785,9.38363548,3.353352057,1.460900712,4.68E-02,784,1.17E-04
4007.5,11675.8,3642.8,2992.9,1032.6,0.3433,0.3119,0.2568,0.0882,10.06593055,3.274378557,2.013220579,1.25E+00,775,0.003126433
3978.5,11549.7,3389.7,3027.7,1153.8,0.3442,0.2935,0.2628,0.0994,9.556863203,2.15755423,2.528692858,1.60E+00,781,0.003988581
3794,11032.8,3355.2,2847.3,1036.3,0.3439,0.3043,0.2581,0.0935,10.44963648,3.138872923,2.823680195,1.80E+00,774,0.004496033
3951.7,11180.7,3393,2742.3,1093.7,0.3535,0.3036,0.2453,0.0978,10.98889412,2.66479061,1.049596282,1.79E+00,772,0.00446465
3931.8,11286.8,3528,2849.2,977.8,0.3481,0.3127,0.2531,0.0863,10.40323695,3.146055735,1.016319948,1.17E+00,771,0.002919413
4181,12007.9,3751.9,3055.2,1019.8,0.3483,0.3123,0.2546,0.0847,9.585742307,2.941231744,2.669092834,7.77E-01,770,0.00194234
3833.7,10963,3340,2771.6,1017.7,0.3495,0.3048,0.253,0.0925,10.72901683,2.855803908,2.550392755,1.57E+00,744,0.003927458
3875.2,11039.5,3393.4,2807.1,963.8,0.351,0.3074,0.2546,0.0871,10.59333643,3.035885644,2.998902357,2.25E-01,782,5.62E-04
3981.4,11528.6,3559.3,2975.6,1012.3,0.3452,0.3088,0.2584,0.0876,10.1249874,3.02118384,2.943220822,8.92E-01,749,0.002230621
4062.2,11570.5,3558,2962.9,987.4,0.351,0.3075,0.2562,0.0851,10.22940094,2.762025457,2.965380208,3.59E-01,779,8.97E-04
3800.4,11003.5,3476.1,2762.8,964.2,0.3452,0.3158,0.2514,0.0874,10.45836386,3.839880771,1.344150947,1.18E+00,773,0.002956474
3997.1,11643,3672.5,3002.5,970.9,0.3432,0.3155,0.2584,0.083,9.896774595,3.296234429,2.771996725,2.82E-01,777,7.05E-04
4042.9,11232.8,3567.6,2618.1,1004.2,0.3598,0.3177,0.2333,0.0893,10.99180215,3.752990949,1.403672232,2.70E-01,763,6.75E-04
4197.7,12029.9,3670.8,3066.8,1094.6,0.349,0.3052,0.255,0.0907,9.500574049,2.571107808,1.237817011,1.58E+00,762,0.003938337
4187.6,12243.2,3920.1,3087.5,1048,0.3417,0.3202,0.2526,0.0856,9.692447912,3.721488053,2.588810931,6.60E-01,746,0.001650595
3878.3,11239.8,3519.9,2888,953.6,0.3448,0.3133,0.2569,0.0846,10.36738139,3.079643386,1.304642193,8.53E-01,751,0.00213283
4041.3,11804.7,3776.7,2976.4,1010.3,0.3421,0.3201,0.2528,0.0853,9.995964714,3.980849695,1.953701007,6.39E-01,754,0.001597176
4382.3,12638.8,3998,3174,1084.5,0.3467,0.3165,0.2514,0.0856,9.06357757,3.375596997,1.596811328,1.24E+00,767,0.003112293
4261.6,12534.4,3959.5,3167.9,1145.4,0.3398,0.3159,0.253,0.0911,9.107983985,3.819460264,2.762620856,1.81E+00,765,0.00452126
3938.9,11171.2,3501.5,2702.9,1027.9,0.3527,0.3135,0.2421,0.092,10.82058346,3.639687058,1.436831778,1.55E+00,738,0.003869964
3976.6,11786.5,3840.3,3016.1,953.5,0.3371,0.3259,0.2566,0.0806,9.534688984,3.910842957,1.624333159,5.43E-01,757,0.001358619
4218.4,12550,3980.3,3189.5,1161.8,0.336,0.3172,0.2544,0.0922,9.50385799,3.859528266,2.958592571,1.58E+00,769,0.003956231
3868.6,11181.7,3422.7,2931.6,958.8,0.3459,0.3061,0.2624,0.0856,9.368669942,2.518974187,2.51778736,1.18E+00,764,0.002947028
4098.4,11699,3597.4,2942.4,1060.8,0.3502,0.3075,0.2516,0.0906,10.49881828,2.961043697,1.459489709,1.39E+00,768,0.003471056
3949.2,11427.5,3367.5,2944.9,1165.9,0.3452,0.2947,0.2585,0.1015,10.11333261,2.14281725,1.450261846,1.93E+00,761,0.004822373
4482.7,12591.4,3858.6,3173.7,1076.4,0.356,0.3064,0.2522,0.0852,9.432197615,2.243983256,1.1033183,1.02E-01,752,2.55E-04
4109.3,11885.9,3695.9,3047.4,1033.3,0.3455,0.3115,0.2571,0.0862,9.312470093,2.984455225,1.657401693,1.59E+00,750,0.003969003
3943.3,11587.1,3688.1,2978.2,977.5,0.3401,0.3183,0.2576,0.0839,9.999311681,3.944012911,2.928707943,2.19E-01,748,5.48E-04
4018.3,11935.6,3871,3051.4,994.9,0.3365,0.3243,0.2563,0.083,9.406668047,3.985412644,2.127066711,1.02E+00,760,0.002557602
3975.2,11528.6,3360.7,2968.5,1224.2,0.3448,0.2915,0.2579,0.1061,10.33604715,2.149562984,2.493485452,1.74E+00,766,0.004359294
3929.4,11173.3,3429,2902.6,912.3,0.3516,0.3068,0.2598,0.0815,10.05032367,2.400818818,2.043013884,1.17E-01,758,2.92E-04
4140.1,12096.6,3749.6,3072.1,1134.8,0.3421,0.3101,0.2543,0.0936,9.955681728,3.137120307,1.722658065,1.73E+00,756,0.004328229
4017.6,11291.4,3475.6,2839,959.2,0.3556,0.3082,0.2521,0.0844,10.7535758,2.57358153,1.179099993,1.49E-01,739,3.72E-04
3973.4,11512.1,3559.2,2960.9,1018.6,0.345,0.309,0.2575,0.0885,9.983855107,2.858393488,2.698153992,1.26E+00,755,0.003149666
3919.3,11382.8,3568.4,2867.5,1027.6,0.3444,0.3136,0.2521,0.09,10.40166232,3.611425219,1.058006507,1.64E+00,753,0.004097347
4199.7,11971.2,3588,3119.6,1063.9,0.3505,0.2998,0.2612,0.0885,9.05731222,2.274683125,2.810102207,1.39E+00,723,0.003466308
4086.4,11951.5,3763.7,3063.8,1037.6,0.3418,0.3151,0.2565,0.0865,9.206695021,3.433556299,2.951123691,1.50E+00,747,0.003746338
3960.8,11505.4,3621.2,2918,1005.4,0.3442,0.3146,0.2537,0.0871,10.33173014,3.45782903,1.006668345,1.10E+00,745,0.002747382
4028.3,11493.4,3464,3005.4,995.7,0.3503,0.3013,0.2621,0.0863,9.714961247,2.25942001,2.597654308,7.51E-01,743,0.00187851
4047.8,11924.8,3806.6,3055.6,1014.8,0.3391,0.319,0.2565,0.085,9.393843769,3.694721741,2.631404573,1.36E+00,741,0.003397849
4034.8,11759.4,3631.2,3008.5,1084.9,0.3428,0.3089,0.2563,0.0919,9.71116096,2.769904473,1.866242814,1.62E+00,735,0.004046777
4404.1,12408.6,3814.7,3170.5,1019.3,0.3547,0.3076,0.2559,0.0818,9.096841267,2.56583809,2.367582598,6.47E-01,733,0.001616746
3928.5,11276.1,3488.2,2897.5,961.9,0.3483,0.3095,0.2569,0.0851,10.41329905,2.908809302,2.363678911,5.30E-01,732,0.001325957
3938.1,11356,3534.2,2893.9,989.8,0.347,0.3113,0.255,0.0872,10.37619862,3.497093231,2.812525873,4.03E-01,730,0.001008404
4223,12267.2,3877.8,3099.7,1066.7,0.3442,0.3161,0.2528,0.0869,9.175373861,3.376495128,1.382876608,1.60E+00,728,0.003997393
3811.7,10985.8,3462.4,2767.5,944.2,0.3467,0.3152,0.2522,0.0858,10.57414173,3.715115261,2.730023185,7.93E-01,725,0.001983463
4168.5,12166.3,3886.6,3088.4,1022.8,0.3425,0.3196,0.2538,0.084,9.212101721,3.545555722,1.266719499,1.38E+00,727,0.003442002
